fraud_case_id,fraud_type_id,detection_date,detection_timestamp,detection_method,ml_confidence_score,subscriber_key,msisdn,suspected_amount,actual_loss,prevented_loss,status,resolution_type,resolution_date,investigating_team,city,risk_score,is_repeat_offender
10698,10,2025-08-24,2025-08-24 08:13:00,Rule Engine,,5063,447473127492,1878.67,865.35,811.47,False Positive,,,Revenue Assurance,Bristol,63,True
10699,9,2025-06-11,2025-06-11 07:45:00,ML Model,0.87,11723,447776281540,323.99,158.85,100.9,False Positive,,,Security,Bristol,71,True
10700,10,2025-03-05,2025-03-05 12:25:00,Partner Alert,,14109,447735511757,1377.83,0.0,1377.83,Resolved,Account Blocked,2025-03-30,External Partner,Cardiff,83,False
10701,4,2025-10-22,2025-10-22 04:22:00,ML Model,0.98,4054,447811713874,1008.35,0.0,1008.35,Resolved,Account Blocked,2025-11-12,Fraud Ops,Liverpool,84,False
10702,3,2025-05-27,2025-05-27 08:23:00,Real-time Monitor,,25537,447481223494,36457.22,15410.82,11004.61,False Positive,,,Fraud Ops,Nottingham,72,True
10703,8,2025-12-15,2025-12-15 10:04:00,ML Model,0.79,21883,447143918979,27178.61,0.0,27178.61,Confirmed,Refund Issued,,External Partner,Bristol,67,False
10704,1,2025-03-09,2025-03-09 13:52:00,Rule Engine,,7043,447264790342,3237.42,0.0,3237.42,Resolved,Account Blocked,2025-03-28,Revenue Assurance,Newcastle,61,False
10705,9,2025-10-20,2025-10-20 15:28:00,Rule Engine,,8726,447593726450,627.7,331.31,293.02,Escalated,,,External Partner,Leicester,60,False
10706,1,2026-01-17,2026-01-17 05:48:00,Customer Report,,14264,447516793183,688.07,0.0,688.07,Resolved,Account Blocked,2026-02-04,Security,Belfast,82,False
10707,6,2025-11-02,2025-11-02 13:44:00,ML Model,0.83,11445,447359176619,1275.65,0.0,1275.65,Confirmed,Refund Issued,,External Partner,Birmingham,69,False
10708,11,2025-05-29,2025-05-29 09:56:00,Rule Engine,,6128,447711115463,1676.81,977.25,765.99,False Positive,,,External Partner,Liverpool,93,False
10709,4,2025-07-14,2025-07-14 10:23:00,Manual Review,,23316,447590960837,1033.59,0.0,1033.59,Resolved,Law Enforcement,2025-08-02,External Partner,Belfast,82,False
10710,8,2025-02-24,2025-02-24 06:10:00,Rule Engine,,26300,447423265824,16771.84,0.0,16771.84,Resolved,No Action,2025-03-20,Revenue Assurance,Southampton,95,False
10711,3,2025-01-20,2025-01-20 12:48:00,Rule Engine,,28088,447781979379,2259.39,0.0,2259.39,Confirmed,Law Enforcement,,Revenue Assurance,Glasgow,67,False
10712,11,2025-08-08,2025-08-08 06:54:00,Rule Engine,,1481,447292394399,319.62,0.0,319.62,Resolved,Customer Warned,2025-08-31,Security,London,72,False
10713,12,2025-10-02,2025-10-02 02:19:00,ML Model,0.67,24892,447606289033,817.21,0.0,817.21,Confirmed,No Action,,Revenue Assurance,Birmingham,71,False
10714,8,2025-12-23,2025-12-23 04:27:00,Real-time Monitor,,23619,447354123697,26580.53,0.0,26580.53,Detected,,,Security,Leeds,87,False
10715,2,2025-07-31,2025-07-31 07:24:00,ML Model,0.73,14492,447722473022,1689.32,0.0,1689.32,Resolved,No Action,2025-08-27,Fraud Ops,Edinburgh,66,False
10716,1,2025-01-15,2025-01-15 20:32:00,Manual Review,,8816,447852221913,676.18,0.0,676.18,Resolved,Law Enforcement,2025-02-07,Security,Leicester,91,False
10717,6,2025-07-30,2025-07-30 10:33:00,ML Model,0.84,15038,447791559508,412.95,0.0,412.95,Resolved,Customer Warned,2025-08-18,External Partner,Nottingham,64,False
10718,8,2026-01-01,2026-01-01 04:48:00,Partner Alert,,19748,447317901703,4679.92,3583.97,1257.5,False Positive,,,Revenue Assurance,Nottingham,81,False
10719,8,2026-02-21,2026-02-21 19:34:00,ML Model,0.84,23470,447927705148,41615.75,0.0,41615.75,Confirmed,Customer Warned,,Revenue Assurance,Sheffield,78,False
10720,4,2025-08-29,2025-08-29 12:55:00,ML Model,0.73,17632,447933864472,1381.85,0.0,1381.85,Confirmed,Refund Issued,,Revenue Assurance,Edinburgh,82,True
10721,1,2025-01-30,2025-01-30 02:05:00,ML Model,0.75,15543,447684286463,1698.26,734.59,609.58,False Positive,,,Revenue Assurance,Leicester,73,False
10722,3,2025-08-04,2025-08-04 18:27:00,ML Model,0.95,3999,447624912573,8394.28,0.0,8394.28,Resolved,Refund Issued,2025-08-31,Fraud Ops,Liverpool,72,False
10723,2,2025-11-28,2025-11-28 04:06:00,Rule Engine,,283,447421134722,3984.04,0.0,3984.04,Resolved,No Action,2025-12-03,Fraud Ops,Sheffield,94,False
10724,2,2025-01-10,2025-01-10 11:08:00,ML Model,0.67,21508,447995320976,3381.18,0.0,3381.18,Confirmed,Write-off,,External Partner,London,90,False
10725,9,2025-10-14,2025-10-14 14:43:00,ML Model,0.78,15991,447841635581,1551.62,0.0,1551.62,Confirmed,Refund Issued,,Fraud Ops,Glasgow,88,False
10726,9,2025-01-04,2025-01-04 21:36:00,Customer Report,,4384,447112016265,1250.11,0.0,1250.11,Resolved,Write-off,2025-01-18,External Partner,Leeds,61,False
10727,5,2025-05-12,2025-05-12 07:20:00,ML Model,0.94,11683,447869970273,23187.9,0.0,23187.9,Confirmed,No Action,,External Partner,Leicester,74,False
10728,2,2026-01-21,2026-01-21 05:02:00,Partner Alert,,1692,447324601954,1383.27,0.0,1383.27,Confirmed,Customer Warned,,Revenue Assurance,London,98,False
10729,4,2025-09-29,2025-09-29 06:12:00,ML Model,0.83,26951,447374664746,1243.04,0.0,1243.04,Detected,,,Security,Glasgow,99,True
10730,3,2025-03-22,2025-03-22 06:27:00,Rule Engine,,203,447188913488,48329.78,0.0,48329.78,Confirmed,Write-off,,Revenue Assurance,Liverpool,93,False
10731,2,2025-07-18,2025-07-18 08:04:00,Rule Engine,,11879,447157980091,3517.16,2597.88,1396.04,Escalated,,,Fraud Ops,Leicester,69,False
10732,12,2025-05-02,2025-05-02 19:07:00,Rule Engine,,2531,447731202545,771.08,0.0,771.08,Detected,,,Fraud Ops,Leeds,84,True
10733,1,2026-02-13,2026-02-13 02:25:00,ML Model,0.88,13525,447815155445,3320.4,0.0,3320.4,Confirmed,Customer Warned,,External Partner,Leeds,93,False
10734,1,2025-07-07,2025-07-07 09:03:00,Rule Engine,,29267,447990007055,3726.52,1717.64,1620.17,Investigating,,,Security,Belfast,95,False
10735,3,2025-04-07,2025-04-07 20:27:00,Rule Engine,,727,447363812466,24006.61,0.0,24006.61,Confirmed,Account Blocked,,External Partner,Glasgow,93,False
10736,1,2025-10-07,2025-10-07 04:13:00,Rule Engine,,19339,447775600682,3616.91,0.0,3616.91,Confirmed,Law Enforcement,,Revenue Assurance,Leeds,83,False
10737,1,2025-06-13,2025-06-13 16:36:00,ML Model,0.69,17839,447465972744,3899.66,0.0,3899.66,Resolved,Refund Issued,2025-06-25,Revenue Assurance,Cardiff,99,False
10738,10,2025-04-28,2025-04-28 08:13:00,Manual Review,,21898,447601783590,474.68,0.0,474.68,Confirmed,Account Blocked,,Security,Manchester,74,False
10739,1,2025-02-10,2025-02-10 07:46:00,Customer Report,,21312,447668042650,4877.5,0.0,4877.5,Resolved,Account Blocked,2025-02-18,Security,Nottingham,92,False
10740,3,2025-03-29,2025-03-29 06:16:00,ML Model,0.86,22361,447661441318,1624.56,0.0,1624.56,Resolved,Account Blocked,2025-04-16,Revenue Assurance,Newcastle,83,True
10741,12,2025-01-17,2025-01-17 12:01:00,ML Model,0.73,1377,447956680547,1455.49,0.0,1455.49,Resolved,Write-off,2025-02-03,Revenue Assurance,Leicester,75,False
10742,9,2025-05-08,2025-05-08 11:51:00,ML Model,0.66,16361,447892106101,433.28,342.28,109.31,Escalated,,,Fraud Ops,Sheffield,79,True
10743,11,2025-05-29,2025-05-29 06:56:00,ML Model,0.72,9770,447731597546,2964.92,0.0,2964.92,Confirmed,Refund Issued,,Security,Birmingham,70,False
10744,10,2025-11-12,2025-11-12 20:46:00,ML Model,0.94,11774,447667670689,1229.19,0.0,1229.19,Confirmed,Write-off,,External Partner,Cardiff,83,False
10745,11,2025-06-27,2025-06-27 23:24:00,Customer Report,,12722,447768994840,942.87,0.0,942.87,Resolved,Write-off,2025-07-07,Revenue Assurance,Glasgow,93,True
10746,11,2025-03-19,2025-03-19 03:40:00,Manual Review,,25109,447478192083,703.01,0.0,703.01,Detected,,,External Partner,London,92,False
10747,2,2025-04-25,2025-04-25 04:23:00,ML Model,0.68,18970,447121184895,2414.15,1604.77,659.44,Escalated,,,Revenue Assurance,Edinburgh,66,False
10748,5,2026-02-25,2026-02-25 23:46:00,ML Model,0.89,15337,447669412262,20979.34,0.0,20979.34,Resolved,Customer Warned,2026-03-05,Revenue Assurance,Sheffield,74,False
10749,12,2025-12-13,2025-12-13 04:58:00,Manual Review,,15962,447208724753,203.07,0.0,203.07,Detected,,,Security,London,88,False
10750,1,2025-02-23,2025-02-23 04:47:00,Rule Engine,,8419,447588511362,1062.44,697.15,270.89,False Positive,,,Revenue Assurance,Cardiff,80,False
10751,1,2026-01-06,2026-01-06 13:37:00,Partner Alert,,28155,447187304802,2252.36,0.0,2252.36,Confirmed,Refund Issued,,External Partner,Belfast,94,False
10752,7,2025-07-31,2025-07-31 02:55:00,Customer Report,,4439,447385334559,420.22,0.0,420.22,Confirmed,Law Enforcement,,Revenue Assurance,Birmingham,76,False
10753,1,2025-05-02,2025-05-02 18:29:00,Partner Alert,,18174,447147523874,3659.3,2773.51,1061.83,False Positive,,,External Partner,Birmingham,73,False
10754,8,2025-10-14,2025-10-14 07:02:00,ML Model,0.82,18591,447543476202,15977.47,0.0,15977.47,Resolved,Customer Warned,2025-10-31,Revenue Assurance,Newcastle,84,False
10755,5,2025-06-08,2025-06-08 20:36:00,Manual Review,,22177,447119944007,4307.47,0.0,4307.47,Resolved,Customer Warned,2025-06-09,Revenue Assurance,Cardiff,76,False
10756,1,2025-09-30,2025-09-30 01:14:00,ML Model,0.9,8882,447640089816,556.13,0.0,556.13,Confirmed,Write-off,,Revenue Assurance,Cardiff,67,False
10757,9,2025-02-07,2025-02-07 00:42:00,Partner Alert,,27602,447931714485,639.87,445.8,181.9,Escalated,,,Security,Birmingham,84,False
10758,6,2025-05-28,2025-05-28 01:09:00,Customer Report,,23796,447237382175,1362.7,0.0,1362.7,Detected,,,External Partner,Manchester,100,False
10759,2,2025-10-24,2025-10-24 09:49:00,Customer Report,,26791,447383340904,3854.72,0.0,3854.72,Confirmed,Account Blocked,,External Partner,Nottingham,73,False
10760,6,2025-07-22,2025-07-22 10:49:00,Customer Report,,3002,447795182430,668.73,0.0,668.73,Resolved,Refund Issued,2025-08-16,Fraud Ops,Edinburgh,62,False
10761,8,2025-07-10,2025-07-10 12:13:00,Rule Engine,,19438,447331546578,12125.03,0.0,12125.03,Confirmed,Law Enforcement,,Security,Cardiff,73,True
10762,8,2026-01-03,2026-01-03 02:47:00,Customer Report,,2964,447403284462,26445.31,0.0,26445.31,Confirmed,Refund Issued,,External Partner,Cardiff,99,False
10763,2,2025-11-17,2025-11-17 04:54:00,ML Model,0.93,5206,447680637918,1052.4,0.0,1052.4,Confirmed,Customer Warned,,Fraud Ops,Liverpool,70,False
10764,7,2025-12-22,2025-12-22 03:37:00,Manual Review,,17678,447304361146,1808.52,0.0,1808.52,Resolved,Customer Warned,2026-01-08,Revenue Assurance,Newcastle,73,False
10765,1,2025-11-08,2025-11-08 20:29:00,Rule Engine,,14296,447728428127,2448.28,1088.02,983.97,Investigating,,,Fraud Ops,Leeds,94,False
10766,4,2025-01-21,2025-01-21 22:53:00,ML Model,0.7,13034,447400123209,1546.11,0.0,1546.11,Confirmed,Law Enforcement,,Fraud Ops,Glasgow,73,True
10767,5,2025-12-08,2025-12-08 19:32:00,Rule Engine,,15675,447872351300,7320.29,0.0,7320.29,Resolved,No Action,2025-12-17,Security,Leicester,84,False
10768,9,2025-06-26,2025-06-26 20:21:00,Customer Report,,6611,447492947976,840.05,0.0,840.05,Resolved,Customer Warned,2025-07-02,Fraud Ops,Belfast,68,False
10769,8,2026-01-18,2026-01-18 23:13:00,Partner Alert,,2430,447964164322,43418.64,0.0,43418.64,Confirmed,Write-off,,External Partner,Glasgow,60,False
10770,10,2025-01-12,2025-01-12 21:43:00,ML Model,0.82,3145,447399624293,1031.77,0.0,1031.77,Confirmed,Write-off,,Fraud Ops,Nottingham,75,False
10771,2,2025-05-31,2025-05-31 09:14:00,ML Model,0.78,15651,447758926825,1795.21,608.54,396.85,False Positive,,,Security,Liverpool,88,False
10772,9,2025-03-30,2025-03-30 06:29:00,ML Model,0.73,15788,447465629148,1753.5,0.0,1753.5,Resolved,Account Blocked,2025-04-24,External Partner,Leicester,64,False
10773,3,2025-12-05,2025-12-05 21:46:00,ML Model,0.87,16053,447555740673,27822.04,18110.27,9828.42,False Positive,,,Security,Leeds,61,False
10774,4,2025-02-06,2025-02-06 02:46:00,Rule Engine,,8876,447539484728,1358.76,0.0,1358.76,Detected,,,Security,Sheffield,83,False
10775,6,2025-04-02,2025-04-02 23:46:00,Rule Engine,,28576,447342184784,1664.83,863.06,514.39,False Positive,,,External Partner,Cardiff,78,False
10776,9,2025-10-28,2025-10-28 10:12:00,Real-time Monitor,,20486,447147132344,1594.19,645.62,540.17,Investigating,,,Fraud Ops,Bristol,66,False
10777,2,2025-07-08,2025-07-08 12:03:00,ML Model,0.65,8247,447478884496,657.31,0.0,657.31,Detected,,,External Partner,Newcastle,64,False
10778,2,2026-01-21,2026-01-21 10:35:00,Rule Engine,,22830,447915387392,1074.52,0.0,1074.52,Resolved,Account Blocked,2026-02-15,Fraud Ops,Birmingham,76,False
10779,9,2025-09-20,2025-09-20 11:52:00,Manual Review,,28850,447845585091,1093.4,0.0,1093.4,Resolved,Account Blocked,2025-09-27,Fraud Ops,Nottingham,75,False
10780,6,2025-07-28,2025-07-28 01:21:00,Rule Engine,,28472,447703756941,1416.76,0.0,1416.76,Detected,,,Security,Glasgow,98,False
10781,6,2025-06-09,2025-06-09 02:29:00,Customer Report,,16663,447771457724,1131.04,0.0,1131.04,Confirmed,No Action,,Fraud Ops,Sheffield,77,False
10782,4,2026-01-15,2026-01-15 22:27:00,Rule Engine,,20600,447338747179,1543.08,0.0,1543.08,Resolved,Write-off,2026-01-28,Fraud Ops,Belfast,65,True
10783,5,2025-10-13,2025-10-13 08:22:00,Rule Engine,,13168,447945668368,37054.83,0.0,37054.83,Detected,,,Revenue Assurance,Edinburgh,93,False
10784,3,2025-08-13,2025-08-13 04:43:00,Partner Alert,,11401,447975956585,46784.38,0.0,46784.38,Resolved,Account Blocked,2025-08-23,Security,Glasgow,99,False
10785,1,2026-02-09,2026-02-09 11:42:00,ML Model,0.77,20442,447635466709,3365.04,0.0,3365.04,Resolved,Account Blocked,2026-02-17,Security,Sheffield,93,False
10786,6,2025-06-02,2025-06-02 00:25:00,Rule Engine,,12854,447261714590,549.85,249.38,192.09,Investigating,,,Fraud Ops,Nottingham,81,False
10787,1,2025-02-28,2025-02-28 23:32:00,Rule Engine,,25451,447408935788,3993.97,0.0,3993.97,Confirmed,Write-off,,External Partner,London,68,False
10788,11,2026-02-26,2026-02-26 12:33:00,ML Model,0.91,10995,447825699076,3871.98,0.0,3871.98,Resolved,No Action,2026-03-21,Revenue Assurance,Cardiff,98,False
10789,6,2025-04-06,2025-04-06 06:03:00,Customer Report,,26464,447205954315,412.5,226.02,149.96,False Positive,,,External Partner,Leeds,91,False
10790,1,2025-05-09,2025-05-09 03:45:00,Real-time Monitor,,23824,447668500723,4362.19,0.0,4362.19,Resolved,Customer Warned,2025-06-01,Fraud Ops,London,91,False
10791,5,2025-09-18,2025-09-18 11:19:00,ML Model,0.9,13840,447170801011,9798.12,6776.74,2583.46,False Positive,,,Revenue Assurance,Newcastle,87,False
10792,4,2026-01-22,2026-01-22 13:27:00,Rule Engine,,4547,447556405910,985.98,397.66,304.73,Escalated,,,External Partner,Birmingham,75,False
10793,12,2025-12-26,2025-12-26 22:18:00,Rule Engine,,28116,447804012353,289.64,0.0,289.64,Detected,,,External Partner,Newcastle,60,False
10794,8,2025-04-12,2025-04-12 08:23:00,Customer Report,,25718,447800031854,33534.08,0.0,33534.08,Resolved,Account Blocked,2025-05-03,Fraud Ops,Leicester,85,False
10795,1,2025-08-24,2025-08-24 07:56:00,Manual Review,,6348,447627029617,2414.86,0.0,2414.86,Resolved,Customer Warned,2025-09-15,Security,Sheffield,80,False
10796,11,2025-12-10,2025-12-10 11:36:00,Partner Alert,,21793,447532114716,3769.54,0.0,3769.54,Confirmed,No Action,,Revenue Assurance,Nottingham,76,False
10797,10,2025-10-09,2025-10-09 14:08:00,ML Model,0.76,4235,447471928701,389.08,184.66,151.02,False Positive,,,External Partner,Newcastle,99,False
10798,6,2026-01-04,2026-01-04 09:08:00,Customer Report,,25870,447659337455,314.08,0.0,314.08,Resolved,No Action,2026-02-02,External Partner,Sheffield,92,False
10799,3,2025-02-01,2025-02-01 12:11:00,ML Model,0.78,63,447522140293,1128.03,372.5,428.77,Investigating,,,External Partner,Leicester,89,True
10800,1,2025-01-29,2025-01-29 20:37:00,Customer Report,,2076,447533650377,3281.06,1313.58,1621.9,Investigating,,,Fraud Ops,Belfast,86,False
10801,9,2025-03-07,2025-03-07 13:59:00,Rule Engine,,27620,447310876018,1848.06,0.0,1848.06,Resolved,Account Blocked,2025-03-23,External Partner,Bristol,62,False
10802,4,2025-08-19,2025-08-19 10:28:00,ML Model,0.94,14593,447642677666,97.89,0.0,97.89,Confirmed,Law Enforcement,,Fraud Ops,Leeds,94,False
10803,12,2025-02-03,2025-02-03 17:44:00,Real-time Monitor,,16693,447944046472,306.96,0.0,306.96,Resolved,Account Blocked,2025-02-27,Fraud Ops,Newcastle,85,False
10804,9,2025-10-31,2025-10-31 21:13:00,ML Model,0.97,10275,447199672184,1067.83,0.0,1067.83,Confirmed,Law Enforcement,,Revenue Assurance,Glasgow,62,True
10805,5,2025-04-17,2025-04-17 02:46:00,Partner Alert,,26237,447820617439,1572.56,0.0,1572.56,Resolved,No Action,2025-05-06,Fraud Ops,Birmingham,100,False
10806,7,2025-09-21,2025-09-21 07:39:00,ML Model,0.67,27530,447964939370,863.95,0.0,863.95,Confirmed,Customer Warned,,Security,Birmingham,86,False
10807,1,2025-01-20,2025-01-20 04:27:00,Customer Report,,3834,447278090754,1990.87,1047.39,679.43,False Positive,,,Revenue Assurance,Nottingham,94,False
10808,3,2025-12-08,2025-12-08 19:21:00,Manual Review,,297,447863249041,1935.93,0.0,1935.93,Confirmed,Customer Warned,,Fraud Ops,Newcastle,88,False
10809,6,2025-09-06,2025-09-06 08:46:00,ML Model,0.74,3912,447803351770,50.69,0.0,50.69,Confirmed,Write-off,,Fraud Ops,Bristol,76,True
10810,3,2025-03-02,2025-03-02 18:45:00,ML Model,0.86,10340,447833779339,20735.47,7695.27,6419.61,Investigating,,,Fraud Ops,Glasgow,85,False
10811,1,2026-02-17,2026-02-17 05:09:00,ML Model,0.83,24884,447402927497,262.96,108.86,69.3,Investigating,,,External Partner,Newcastle,91,False
10812,10,2025-09-29,2025-09-29 02:06:00,Manual Review,,14567,447699278576,1036.87,0.0,1036.87,Confirmed,No Action,,Fraud Ops,Bristol,96,False
10813,3,2025-07-30,2025-07-30 22:17:00,ML Model,0.82,14308,447210570056,46938.02,0.0,46938.02,Resolved,Refund Issued,2025-08-20,Fraud Ops,Belfast,77,False
10814,12,2025-05-12,2025-05-12 22:35:00,Rule Engine,,8003,447345815479,241.13,0.0,241.13,Resolved,Write-off,2025-06-04,Revenue Assurance,Bristol,65,False
10815,4,2025-12-01,2025-12-01 10:55:00,Partner Alert,,5100,447998726039,1614.21,1065.31,590.24,False Positive,,,Security,Manchester,61,False
10816,1,2025-04-30,2025-04-30 16:11:00,Real-time Monitor,,16585,447187348958,4298.0,0.0,4298.0,Detected,,,Revenue Assurance,Bristol,93,True
10817,6,2025-05-25,2025-05-25 08:25:00,Real-time Monitor,,9156,447915843293,1292.67,0.0,1292.67,Confirmed,No Action,,Revenue Assurance,Cardiff,76,False
10818,3,2025-03-29,2025-03-29 20:50:00,Rule Engine,,6708,447219879774,8185.92,0.0,8185.92,Detected,,,Fraud Ops,Cardiff,84,False
10819,6,2026-02-23,2026-02-23 08:14:00,ML Model,0.94,15617,447602570707,1124.03,0.0,1124.03,Detected,,,Fraud Ops,Southampton,87,False
10820,1,2025-04-29,2025-04-29 03:47:00,ML Model,0.89,21457,447993835728,279.3,112.78,100.74,Investigating,,,Fraud Ops,Manchester,68,False
10821,6,2025-05-07,2025-05-07 13:18:00,Customer Report,,11985,447721965948,637.58,0.0,637.58,Resolved,Account Blocked,2025-05-09,Revenue Assurance,Glasgow,60,True
10822,12,2025-04-23,2025-04-23 12:21:00,Rule Engine,,28913,447358985479,882.44,0.0,882.44,Detected,,,External Partner,Nottingham,75,False
10823,3,2025-03-14,2025-03-14 20:16:00,ML Model,0.92,19901,447839187118,26705.26,0.0,26705.26,Detected,,,Security,London,90,False
10824,4,2025-01-31,2025-01-31 18:05:00,Manual Review,,9322,447952993622,409.79,272.41,131.37,False Positive,,,Security,Nottingham,76,False
10825,1,2025-08-18,2025-08-18 02:01:00,Manual Review,,3086,447943052967,4772.92,1495.69,1847.32,False Positive,,,Revenue Assurance,Belfast,77,False
10826,1,2025-01-29,2025-01-29 23:51:00,Customer Report,,23710,447911180464,1289.14,0.0,1289.14,Resolved,Account Blocked,2025-01-30,External Partner,Liverpool,83,False
10827,12,2025-04-09,2025-04-09 01:06:00,Customer Report,,12219,447676301334,1761.68,1350.53,401.2,Investigating,,,Revenue Assurance,Manchester,67,False
10828,6,2025-09-07,2025-09-07 00:09:00,Partner Alert,,29525,447845364613,1440.81,0.0,1440.81,Resolved,Refund Issued,2025-10-06,Fraud Ops,Leicester,93,False
10829,1,2025-11-25,2025-11-25 17:04:00,ML Model,0.9,15853,447491315879,4029.71,0.0,4029.71,Resolved,Law Enforcement,2025-12-18,External Partner,Nottingham,81,False
10830,10,2025-10-07,2025-10-07 14:45:00,Customer Report,,20497,447484121087,1207.19,725.17,553.86,Investigating,,,Revenue Assurance,Sheffield,91,False
10831,1,2025-05-21,2025-05-21 07:01:00,Rule Engine,,18547,447269676123,890.11,502.08,276.19,False Positive,,,Revenue Assurance,Bristol,64,False
10832,1,2025-04-08,2025-04-08 04:16:00,Manual Review,,27415,447704881848,3668.71,0.0,3668.71,Resolved,Law Enforcement,2025-04-11,Security,Liverpool,84,False
10833,1,2025-01-21,2025-01-21 05:06:00,Rule Engine,,6133,447777795215,2514.26,0.0,2514.26,Resolved,Refund Issued,2025-01-27,External Partner,Bristol,87,False
